Date,Temperature (°C),Dew Point (°C),Humidity (%),Wind Speed (km/h),Pressure (hPa),Precipitation (mm)
2020-7-31,30.8,15.9,41.4,25.7,992.8,0.0
2020-8-1,32.5,14.1,33.4,29.1,989.5,0.0
2020-8-2,31.7,13.9,35.7,28.1,989.3,0.0
2020-8-3,30.2,10.6,30.5,30.1,991.4,0.0
2020-8-4,27.8,15.4,47.7,24.1,991.6,0.0
2020-8-5,27.8,17.2,53.8,21.2,990.8,0.0
2020-8-6,28.4,15.4,49.0,8.2,992.8,0.0
2020-8-7,26.3,17.7,61.5,10.7,993.7,0.0
2020-8-8,26.1,19.7,69.9,15.9,991.5,0.0
2020-8-9,26.6,19.5,68.1,13.5,988.8,0.0
2020-8-10,28.8,16.3,49.5,22.8,991.7,0.0
2020-8-11,29.3,14.2,40.8,23.5,994.2,0.0
2020-8-12,30.4,13.1,35.8,25.7,993.5,0.0
2020-8-13,30.6,11.7,31.7,29.5,994.0,0.0
2020-8-14,30.1,10.2,31.1,33.0,993.4,0.0
2020-8-15,29.1,8.4,28.2,28.8,992.6,0.0
2020-8-16,28.3,11.8,36.6,29.0,992.0,0.0
2020-8-17,27.2,12.3,40.2,26.8,993.0,0.0
2020-8-18,26.4,13.9,46.9,27.3,991.4,0.0
2020-8-19,26.6,14.7,49.9,20.3,989.7,0.0
2020-8-20,26.8,14.5,48.8,19.4,991.0,0.0
2020-8-21,27.9,13.7,41.9,25.9,994.6,0.0
2020-8-22,29.6,12.7,37.2,24.5,995.4,0.0
2020-8-23,30.1,12.9,36.6,23.6,992.0,0.0
2020-8-24,28.5,15.8,47.0,21.7,991.1,0.0
2020-8-25,27.0,16.8,56.5,13.4,992.5,0.0
2020-8-26,27.0,15.3,52.6,21.1,994.0,0.0
2020-8-27,28.3,14.2,43.4,25.2,993.7,0.0
2020-8-28,28.8,13.8,41.8,19.6,992.2,0.0
2020-8-29,28.3,12.9,41.9,10.8,993.7,0.0
2020-8-30,27.9,14.8,47.9,13.8,994.8,0.0
2020-8-31,29.2,16.0,52.3,17.6,992.4,0.0
2020-9-1,27.7,14.5,47.3,16.9,989.7,0.0
2020-9-2,27.3,13.6,51.5,8.6,994.0,0.0
2020-9-3,28.1,13.0,42.6,8.5,997.8,0.0
2020-9-4,27.0,15.8,52.2,20.0,997.6,0.0
2020-9-5,25.8,13.0,45.4,38.3,996.9,0.0
2020-9-6,27.1,11.3,38.4,32.1,994.4,0.0
2020-9-7,27.4,14.3,45.7,20.7,996.1,0.0
2020-9-8,26.9,15.8,54.0,21.9,998.4,0.0
2020-9-9,29.6,15.4,43.7,34.8,997.4,0.0
2020-9-10,29.0,15.0,43.4,31.8,993.7,0.0
2020-9-11,27.4,16.9,54.7,18.6,991.7,0.0
2020-9-12,26.4,18.4,63.1,12.7,994.9,0.0
2020-9-13,26.3,18.0,63.8,13.9,998.8,0.0
2020-9-14,28.3,16.6,50.6,25.1,999.4,0.0
2020-9-15,28.1,17.1,52.1,23.1,998.6,0.0
2020-9-16,27.0,16.7,54.3,18.8,997.4,0.0
2020-9-17,25.5,18.1,67.0,8.2,997.2,0.0
2020-9-18,25.3,17.0,63.9,6.8,998.0,0.0
2020-9-19,25.3,15.8,59.0,14.9,997.0,0.0
2020-9-20,24.2,13.1,50.2,25.8,995.6,0.0
2020-9-21,24.5,14.8,55.5,23.3,997.4,0.0
2020-9-22,24.3,14.9,56.3,21.0,999.4,0.0
2020-9-23,22.8,13.5,59.9,13.3,999.3,0.0
2020-9-24,22.5,13.8,60.2,8.2,997.6,0.0
2020-9-25,23.4,16.0,68.0,7.0,995.2,0.0
2020-9-26,24.4,14.6,58.0,19.3,991.4,0.0
2020-9-27,24.0,15.1,59.1,14.1,997.6,0.0
2020-9-28,23.9,13.7,57.0,9.3,1002.1,0.0
2020-9-29,24.8,14.9,55.2,12.3,998.2,0.0
2020-9-30,20.2,10.9,57.0,13.8,994.8,0.0
2020-10-1,18.5,9.6,58.9,7.0,995.1,0.0
2020-10-2,19.7,10.0,58.1,4.7,999.1,0.0
2020-10-3,21.6,9.4,49.5,7.7,1001.2,0.0
2020-10-4,23.2,10.4,47.7,6.5,1001.7,0.0
2020-10-5,24.7,10.9,45.5,7.4,1001.5,0.0
2020-10-6,25.0,12.7,50.9,7.4,999.7,0.0
2020-10-7,24.6,12.4,51.5,7.9,999.1,0.0
2020-10-8,21.8,14.7,66.4,11.5,996.2,0.0
2020-10-9,19.4,13.7,73.6,11.9,999.6,0.0
2020-10-10,19.3,11.8,64.5,16.2,1001.5,0.0
2020-10-11,19.0,10.5,62.4,5.9,1000.0,0.0
2020-10-12,18.9,11.3,64.8,6.6,998.9,0.0
2020-10-13,19.5,15.4,79.7,14.1,996.1,0.0
2020-10-14,20.3,15.7,77.9,8.3,1001.1,0.0
2020-10-15,19.2,14.2,76.0,4.8,1003.3,0.0
2020-10-16,19.0,11.5,66.9,5.4,1000.9,0.0
2020-10-17,21.4,12.5,59.3,6.8,998.3,0.0
2020-10-18,21.8,17.0,75.9,8.5,998.4,0.0
2020-10-19,19.5,13.6,70.3,17.5,1002.2,0.0
2020-10-20,18.2,11.2,64.5,17.9,1003.4,0.0
2020-10-21,19.5,11.8,61.5,17.8,1002.5,0.0
2020-10-22,19.3,12.8,69.0,10.4,1004.5,0.0
2020-10-23,19.1,14.2,76.0,10.3,1003.2,0.0
2020-10-24,19.2,14.5,77.9,6.4,1000.5,0.0
2020-10-25,19.6,12.4,68.8,5.8,998.2,0.0
2020-10-26,18.4,13.3,73.2,10.0,998.4,0.0
2020-10-27,17.3,12.6,76.8,3.7,998.7,0.0
2020-10-28,14.5,12.0,86.7,7.5,999.2,0.0
2020-10-29,15.6,15.2,97.4,5.5,999.2,0.0
2020-10-30,18.0,14.8,83.9,9.7,1000.9,0.0
2020-10-31,15.3,7.4,63.3,16.2,1002.5,0.0
2020-11-1,13.5,4.7,58.4,12.0,1003.1,0.0
2020-11-2,13.3,3.3,52.6,18.9,1004.7,0.0
2020-11-3,13.5,3.8,56.1,11.4,1003.0,0.0
2020-11-4,15.7,6.9,56.7,19.0,1002.2,0.0
2020-11-5,16.3,9.3,63.3,33.9,1003.6,0.0
2020-11-6,17.6,9.3,58.4,31.9,1003.1,0.0
2020-11-7,16.9,6.5,51.4,32.2,1005.7,0.0
2020-11-8,13.9,4.7,54.1,24.4,1005.9,0.0
2020-11-9,13.6,5.6,61.4,13.0,1003.8,0.0
2020-11-10,15.9,8.2,62.4,21.3,1003.0,0.0
2020-11-11,16.7,7.4,55.6,25.8,1004.0,0.0
2020-11-12,14.5,7.8,66.0,13.9,1006.4,0.0
2020-11-13,11.7,7.6,77.7,6.8,1007.3,0.0
2020-11-14,11.6,7.6,78.7,14.1,1006.0,0.0
2020-11-15,13.9,6.2,61.3,23.7,1004.9,0.0
2020-11-16,12.1,6.1,68.3,16.5,1004.5,0.0
2020-11-17,10.2,4.7,72.5,7.1,1007.0,0.0
2020-11-18,14.4,6.8,60.3,21.9,1004.9,0.0
2020-11-19,12.0,7.6,75.1,25.7,1000.1,0.0
2020-11-20,12.8,3.3,53.1,27.9,994.7,0.0
2020-11-21,11.8,2.6,54.6,19.7,1002.2,0.0
2020-11-22,12.0,3.4,57.7,20.6,1008.5,0.0
2020-11-23,10.8,3.1,60.5,18.7,1008.3,0.0
2020-11-24,8.8,1.8,64.4,16.4,1003.7,0.0
2020-11-25,12.3,1.5,48.8,30.6,1000.6,0.0
2020-11-26,12.3,-0.1,43.9,27.5,1002.3,0.0
2020-11-27,8.7,-1.3,53.5,8.2,1004.1,0.0
2020-11-28,7.5,-1.1,59.6,4.3,1004.9,0.0
2020-11-29,9.2,0.8,60.3,4.6,1003.3,0.0
2020-11-30,12.9,6.8,68.4,4.5,999.2,0.0
2020-12-1,12.2,5.2,62.8,20.2,999.8,0.0
2020-12-2,9.5,4.7,72.3,17.7,1003.5,0.0
2020-12-3,7.4,3.6,79.4,5.2,1003.7,0.0
2020-12-4,10.8,6.8,78.6,5.2,1000.0,0.0
2020-12-5,12.7,7.5,74.5,3.5,1001.0,0.0
2020-12-6,11.4,6.8,76.6,4.2,1000.8,0.0
2020-12-7,10.6,8.9,89.8,5.3,997.3,0.0
2020-12-8,11.4,11.0,97.6,5.3,999.8,0.0
2020-12-9,9.8,9.3,97.0,5.1,1003.2,0.0
2020-12-10,14.2,9.7,76.3,20.3,998.8,0.0
2020-12-11,12.2,10.1,88.2,12.8,995.8,0.0
2020-12-12,12.5,12.2,98.1,20.6,989.7,0.0
2020-12-13,13.7,13.3,97.4,15.8,987.6,0.0
2020-12-14,14.6,11.3,81.5,13.9,986.0,0.0
2020-12-15,13.1,9.0,76.7,30.3,995.8,0.0
2020-12-16,11.8,7.0,73.6,27.5,1004.2,0.0
2020-12-17,10.3,7.7,84.4,17.3,1007.1,0.0
2020-12-18,8.2,5.8,86.5,11.9,1008.4,0.0
2020-12-19,7.1,4.6,85.4,12.3,1009.6,0.0
2020-12-20,5.3,3.4,88.9,5.3,1008.9,0.0
2020-12-21,8.7,4.9,77.7,17.5,1008.0,0.0
2020-12-22,8.1,2.4,69.0,19.9,1007.7,0.0
2020-12-23,6.6,1.2,70.3,15.3,1007.7,0.0
2020-12-24,6.4,2.9,81.1,3.9,1006.0,0.0
2020-12-25,10.0,7.0,83.1,13.3,1003.7,0.0
2020-12-26,13.6,11.5,87.6,12.3,1003.7,0.0
2020-12-27,13.6,10.5,82.8,12.4,1002.6,0.0
2020-12-28,12.6,11.6,93.8,13.3,999.7,0.0
2020-12-29,11.7,9.5,87.9,8.9,1003.1,0.0
2020-12-30,11.4,9.7,90.1,5.4,1003.9,0.0
2020-12-31,11.2,10.6,96.5,5.9,1001.1,0.0
2021-1-1,11.2,10.6,96.0,9.4,1002.3,0.0
2021-1-2,10.5,9.2,92.9,3.2,1006.0,0.0
2021-1-3,9.0,8.4,96.5,3.8,1006.1,0.0
2021-1-4,10.9,7.0,79.5,10.7,1000.9,0.0
2021-1-5,11.6,9.7,89.3,9.2,1000.3,0.0
2021-1-6,9.0,7.2,89.8,4.3,1006.7,0.0
2021-1-7,10.0,8.7,92.2,6.5,1005.1,0.0
2021-1-8,11.9,10.3,91.4,11.6,1002.4,0.0
2021-1-9,13.6,12.9,96.0,11.5,1000.7,0.0
2021-1-10,14.9,13.2,90.2,10.0,1003.2,0.0
2021-1-11,16.5,13.1,80.7,11.1,1003.1,0.0
2021-1-12,16.6,10.7,69.7,22.2,996.4,0.0
2021-1-13,11.7,8.9,84.3,16.9,989.9,0.0
2021-1-14,7.3,4.9,86.6,8.1,992.5,0.0
2021-1-15,5.7,2.6,82.0,15.6,995.0,0.0
2021-1-16,2.3,0.8,90.4,15.6,991.9,0.0
2021-1-17,2.5,-1.0,79.1,12.5,994.7,0.0
2021-1-18,1.8,-4.7,65.0,15.9,1001.4,0.0
2021-1-19,1.0,-7.3,56.4,17.7,1005.5,0.0
2021-1-20,1.4,-6.4,59.1,7.1,1011.7,0.0
2021-1-21,2.6,-2.6,72.4,5.7,1013.4,0.0
2021-1-22,6.8,4.1,84.1,9.6,1010.7,0.0
2021-1-23,9.4,8.0,91.2,10.6,1004.5,0.0
2021-1-24,12.8,9.6,81.9,21.4,998.4,0.0
2021-1-25,13.7,11.0,84.2,24.8,995.5,0.0
2021-1-26,15.3,9.7,69.6,28.1,994.5,0.0
2021-1-27,9.3,6.3,83.1,20.5,985.5,0.0
2021-1-28,2.4,1.4,93.6,6.4,996.1,0.0
2021-1-29,2.7,0.9,89.0,9.2,999.7,0.0
2021-1-30,9.3,8.3,94.0,14.1,988.8,0.0
2021-1-31,8.7,6.2,86.3,10.7,995.5,0.0
2021-2-1,14.4,8.4,68.2,27.2,995.0,0.0
2021-2-2,13.1,11.4,90.2,21.6,998.0,0.0
2021-2-3,11.8,10.3,91.7,5.2,1001.6,0.0
2021-2-4,10.4,8.5,89.5,3.4,1002.0,0.0
2021-2-5,10.7,8.2,86.6,5.5,1004.0,0.0
2021-2-6,10.9,8.4,87.1,6.2,1003.2,0.0
2021-2-7,11.1,8.9,88.8,9.8,1002.5,0.0
2021-2-8,15.6,10.0,70.9,24.9,997.3,0.0
2021-2-9,15.3,11.2,76.9,20.6,1000.2,0.0
2021-2-10,14.9,11.3,80.2,15.1,1000.5,0.0
2021-2-11,14.6,9.7,74.7,24.3,998.1,0.0
2021-2-12,6.0,5.0,93.0,2.0,1004.9,0.0
2021-2-13,8.7,2.4,66.6,15.1,1004.3,0.0
2021-2-14,7.6,6.6,93.6,15.3,998.7,0.0
2021-2-15,4.0,-2.3,64.5,36.0,1000.7,0.0
2021-2-16,2.4,-5.7,55.8,46.6,1000.0,0.0
2021-2-17,1.7,-6.5,55.4,30.9,1003.4,0.0
2021-2-18,1.7,-3.9,69.3,6.0,1005.2,0.0
2021-2-19,6.5,0.2,67.2,11.6,1009.8,0.0
2021-2-20,5.6,-0.7,66.8,9.4,1010.3,0.0
2021-2-21,8.6,-0.9,53.1,19.9,1009.4,0.0
2021-2-22,7.9,-0.6,57.1,17.9,1012.0,0.0
2021-2-23,9.5,1.4,62.1,15.3,1011.8,0.0
2021-2-24,10.9,1.7,57.1,22.5,1010.9,0.0
2021-2-25,11.0,1.6,53.2,36.5,1010.1,0.0
2021-2-26,11.7,3.4,58.9,19.8,1008.2,0.0
2021-2-27,10.2,4.5,71.7,9.0,1002.9,0.0
2021-2-28,9.5,1.8,63.4,22.1,1005.1,0.0
2021-3-1,9.0,-4.2,40.6,27.4,1007.6,0.0
2021-3-2,8.1,-0.3,56.0,32.6,1009.3,0.0
2021-3-3,9.9,-1.4,47.2,31.7,1008.1,0.0
2021-3-4,9.4,-1.4,48.6,21.0,1006.2,0.0
2021-3-5,9.2,2.1,66.0,8.3,1004.5,0.0
2021-3-6,12.7,8.5,77.2,11.9,1005.5,0.0
2021-3-7,10.4,5.2,72.4,17.8,1005.5,0.0
2021-3-8,7.7,-0.7,58.9,12.5,1002.2,0.0
2021-3-9,10.5,2.7,63.0,6.1,999.5,0.0
2021-3-10,11.4,4.8,67.3,6.4,995.6,0.0
2021-3-11,8.6,5.7,83.0,20.9,994.4,0.0
2021-3-12,7.4,-1.5,54.3,25.0,1004.0,0.0
2021-3-13,8.7,2.8,69.9,6.5,1002.2,0.0
2021-3-14,9.9,6.1,79.0,8.5,999.1,0.0
2021-3-15,13.0,10.5,85.5,20.2,989.9,0.0
2021-3-16,11.0,5.0,67.8,16.3,988.0,0.0
2021-3-17,8.6,5.0,80.9,10.7,990.8,0.0
2021-3-18,7.1,5.1,87.9,7.7,997.5,0.0
2021-3-19,8.1,7.8,97.9,11.2,998.7,0.0
2021-3-20,11.0,11.0,100.0,7.0,998.7,0.0
2021-3-21,13.4,9.9,82.9,5.4,993.4,0.0
2021-3-22,15.3,11.3,78.5,18.9,986.0,0.0
2021-3-23,10.0,7.1,83.2,24.2,986.9,0.0
2021-3-24,5.8,-1.1,62.0,23.6,993.3,0.0
2021-3-25,4.7,-3.1,58.2,21.7,1000.7,0.0
2021-3-26,6.2,-2.6,55.4,16.8,1008.0,0.0
2021-3-27,8.1,-0.1,61.2,12.7,1011.7,0.0
2021-3-28,10.4,2.9,63.7,10.5,1012.5,0.0
2021-3-29,12.1,4.7,64.0,15.2,1010.5,0.0
2021-3-30,11.5,-1.9,40.7,34.6,1006.2,0.0
2021-3-31,10.4,2.5,58.3,33.5,998.8,0.0
2021-4-1,8.7,4.2,74.0,22.4,998.2,0.0
2021-4-2,9.9,4.1,71.5,9.0,1000.4,0.0
2021-4-3,12.4,8.3,78.9,15.3,1000.8,0.0
2021-4-4,15.3,9.5,70.9,17.8,999.1,0.0
2021-4-5,16.4,12.4,78.4,9.6,997.4,0.0
2021-4-6,17.1,10.3,68.8,19.8,991.9,0.0
2021-4-7,16.0,11.5,76.6,19.8,994.5,0.0
2021-4-8,14.0,8.9,72.9,20.4,998.0,0.0
2021-4-9,8.4,-1.7,50.1,33.5,1007.0,0.0
2021-4-10,8.9,-5.0,38.5,31.8,1007.7,0.0
2021-4-11,10.2,-4.0,38.9,23.0,1006.7,0.0
2021-4-12,12.0,0.7,47.5,20.2,1005.8,0.0
2021-4-13,12.9,5.5,64.6,7.3,1003.4,0.0
2021-4-14,15.0,9.4,70.9,14.6,1001.4,0.0
2021-4-15,14.7,10.0,76.6,10.3,1000.7,0.0
2021-4-16,16.2,11.6,77.0,7.3,1000.3,0.0
2021-4-17,19.3,9.9,60.5,13.6,996.2,0.0
2021-4-18,19.6,12.8,67.7,13.4,998.1,0.0
2021-4-19,15.8,14.3,91.6,9.4,998.1,0.0
2021-4-20,13.9,8.3,73.3,10.0,998.2,0.0
2021-4-21,13.2,7.2,71.1,8.0,1002.7,0.0
2021-4-22,14.0,5.0,61.0,10.3,1005.6,0.0
2021-4-23,16.2,6.4,56.8,12.1,1004.4,0.0
2021-4-24,17.0,12.1,74.5,24.1,1000.7,0.0
2021-4-25,16.1,13.3,84.5,24.0,994.9,0.0
2021-4-26,15.0,7.7,63.1,29.3,997.6,0.0
2021-4-27,15.8,6.2,57.0,7.0,998.2,0.0
2021-4-28,16.7,8.7,60.9,8.9,998.0,0.0
2021-4-29,22.1,8.5,43.7,11.8,998.9,0.0
2021-4-30,21.5,11.8,58.5,6.3,1000.7,0.0
2021-5-1,21.5,12.2,60.4,7.3,1000.3,0.0
2021-5-2,21.5,11.6,57.4,7.9,998.6,0.0
2021-5-3,22.5,10.2,49.4,12.0,997.5,0.0
2021-5-4,22.7,11.0,49.9,20.4,996.3,0.0
2021-5-5,20.1,12.1,63.5,7.8,995.7,0.0
2021-5-6,20.8,12.4,60.7,13.3,996.7,0.0
2021-5-7,21.6,12.1,59.6,6.6,998.8,0.0
2021-5-8,22.8,11.7,51.2,13.2,995.7,0.0
2021-5-9,20.8,7.8,45.0,31.3,1000.2,0.0
2021-5-10,19.9,3.8,35.5,29.7,999.4,0.0
2021-5-11,19.8,6.3,42.2,28.0,995.9,0.0
2021-5-12,18.9,6.5,47.3,11.4,993.8,0.0
2021-5-13,18.0,10.5,63.5,12.2,994.4,0.0
2021-5-14,19.9,13.4,68.0,11.9,998.6,0.0
2021-5-15,18.8,10.3,63.0,6.6,996.7,0.0
2021-5-16,18.8,11.4,63.7,9.0,993.1,0.0
2021-5-17,19.3,10.5,61.4,9.2,995.5,0.0
2021-5-18,21.5,11.6,57.1,11.8,995.6,0.0
2021-5-19,22.9,10.9,53.0,9.0,996.8,0.0
2021-5-20,21.2,12.9,61.8,11.6,993.8,0.0
2021-5-21,16.8,11.7,72.9,22.4,995.8,0.0
2021-5-22,18.5,9.3,57.6,19.9,1002.1,0.0
2021-5-23,20.7,8.5,49.2,15.9,1001.3,0.0
2021-5-24,24.2,10.7,47.9,16.3,1001.4,0.0
2021-5-25,27.6,10.7,35.6,22.6,999.1,0.0
2021-5-26,24.9,13.3,50.7,17.2,995.2,0.0
2021-5-27,22.5,16.7,74.4,9.1,993.7,0.0
2021-5-28,21.4,15.8,73.4,13.9,994.2,0.0
2021-5-29,21.6,11.7,54.9,21.3,997.5,0.0
2021-5-30,21.3,12.4,59.2,9.9,997.2,0.0
2021-5-31,20.9,15.2,71.8,12.2,995.6,0.0
2021-6-1,19.5,12.0,64.8,19.0,995.0,0.0
2021-6-2,19.3,8.8,53.0,19.1,1000.8,0.0
2021-6-3,19.9,7.8,47.2,20.4,1003.4,0.0
2021-6-4,22.1,8.0,41.7,25.8,1003.4,0.0
2021-6-5,22.1,5.5,34.5,26.7,1002.9,0.0
2021-6-6,23.2,6.2,34.1,20.6,1000.2,0.0
2021-6-7,24.3,10.8,44.7,9.2,999.5,0.0
2021-6-8,24.5,12.9,49.2,13.3,997.2,0.0
2021-6-9,24.2,14.2,56.3,14.1,993.8,0.0
2021-6-10,22.7,14.9,64.8,9.6,993.1,0.0
2021-6-11,22.7,15.0,65.8,6.2,995.4,0.0
2021-6-12,22.1,15.0,67.3,9.2,997.3,0.0
2021-6-13,22.5,14.7,64.0,14.8,996.8,0.0
2021-6-14,19.5,15.4,78.3,15.7,994.8,0.0
2021-6-15,18.3,11.3,67.1,15.8,996.1,0.0
2021-6-16,19.6,13.6,69.8,13.0,997.0,0.0
2021-6-17,22.4,14.8,65.7,11.9,1001.2,0.0
2021-6-18,25.0,14.8,55.9,15.6,998.8,0.0
2021-6-19,24.5,15.1,58.4,15.3,995.6,0.0
2021-6-20,25.6,16.0,57.7,19.6,993.8,0.0
2021-6-21,25.1,16.0,59.4,17.3,994.8,0.0
2021-6-22,26.6,16.3,56.2,12.8,996.7,0.0
2021-6-23,27.8,17.0,54.9,11.0,998.2,0.0
2021-6-24,29.0,16.5,48.6,24.6,998.5,0.0
2021-6-25,30.5,16.4,43.0,25.5,996.8,0.0
2021-6-26,29.9,18.7,52.7,18.0,995.3,0.0
2021-6-27,30.1,16.2,45.3,21.7,995.3,0.0
2021-6-28,30.6,15.1,39.6,25.1,996.5,0.0
2021-6-29,30.9,13.6,35.1,29.6,996.0,0.0
2021-6-30,31.1,13.9,36.5,23.7,995.3,0.0
2021-7-1,30.6,11.9,37.0,10.1,994.4,0.0
2021-7-2,29.1,16.5,47.2,14.4,990.7,0.0
2021-7-3,27.3,16.3,52.7,26.9,992.0,0.0
2021-7-4,26.2,13.4,46.8,22.6,994.5,0.0
2021-7-5,26.8,13.2,46.7,13.0,993.0,0.0
2021-7-6,27.4,14.5,47.2,16.1,992.9,0.0
2021-7-7,29.6,16.4,46.0,28.9,995.1,0.0
2021-7-8,29.1,16.7,47.7,32.4,996.8,0.0
2021-7-9,29.1,16.4,47.2,33.3,994.7,0.0
2021-7-10,29.8,14.2,40.0,31.6,991.6,0.0
2021-7-11,30.0,13.9,38.0,29.4,990.8,0.0
2021-7-12,30.4,15.2,40.8,25.4,992.3,0.0
2021-7-13,30.8,15.0,39.9,24.9,992.6,0.0
2021-7-14,31.5,12.7,32.9,25.9,992.4,0.0
2021-7-15,31.3,17.0,43.4,28.5,990.9,0.0
2021-7-16,31.7,17.4,44.6,18.0,989.4,0.0
2021-7-17,29.0,18.0,57.8,7.2,988.3,0.0
2021-7-18,28.3,15.2,48.9,9.4,988.0,0.0
2021-7-19,26.8,17.3,58.7,10.8,992.0,0.0
2021-7-20,26.9,18.5,64.0,8.6,994.0,0.0
2021-7-21,28.6,18.9,58.6,19.9,993.6,0.0
2021-7-22,29.7,13.7,38.0,35.9,993.1,0.0
2021-7-23,28.1,12.1,38.2,33.1,991.9,0.0
2021-7-24,27.6,14.2,44.2,32.5,991.5,0.0
2021-7-25,28.4,14.7,43.7,27.6,993.5,0.0
2021-7-26,29.3,14.6,41.6,28.0,997.2,0.0
2021-7-27,31.4,13.7,36.1,24.8,998.4,0.0
2021-7-28,32.5,13.4,33.1,23.5,995.9,0.0
2021-7-29,33.7,11.5,26.7,28.1,993.3,0.0
2021-7-30,34.0,11.8,26.5,26.8,992.1,0.0
2021-7-31,34.6,10.5,24.3,20.6,991.5,0.0
2021-8-1,33.3,14.2,32.3,18.3,992.7,0.0
2021-8-2,33.6,12.5,28.9,24.0,993.3,0.0
2021-8-3,34.1,14.2,32.9,24.6,994.5,0.0
2021-8-4,33.8,12.3,28.6,23.4,996.1,0.0
2021-8-5,33.6,13.3,30.8,20.8,993.6,0.0
2021-8-6,29.9,13.3,37.6,14.0,988.0,0.0
2021-8-7,29.3,14.6,42.5,28.9,990.6,0.0
2021-8-8,28.6,12.9,38.2,27.1,996.5,0.0
2021-8-9,30.0,9.1,28.9,28.0,998.3,0.0
2021-8-10,31.6,9.3,25.4,27.4,997.7,0.0
2021-8-11,31.1,14.2,36.2,20.3,996.2,0.0
2021-8-12,30.8,12.6,33.5,26.7,996.5,0.0
2021-8-13,30.1,12.1,34.4,27.0,998.8,0.0
2021-8-14,28.4,11.7,36.5,34.5,998.0,0.0
2021-8-15,28.6,11.9,37.0,27.9,995.8,0.0
2021-8-16,28.0,12.8,40.6,23.1,995.5,0.0
2021-8-17,26.1,12.3,46.7,12.2,994.3,0.0
2021-8-18,26.6,14.3,50.3,15.2,991.9,0.0
2021-8-19,29.7,14.0,39.1,28.4,991.6,0.0
2021-8-20,28.8,13.6,40.6,28.9,994.0,0.0
2021-8-21,28.4,13.2,39.7,29.8,994.3,0.0
2021-8-22,27.9,14.0,43.0,27.3,994.2,0.0
2021-8-23,29.1,16.7,47.7,28.9,993.7,0.0
2021-8-24,28.3,17.2,52.0,21.4,993.8,0.0
2021-8-25,25.9,18.0,65.8,8.7,994.8,0.0
2021-8-26,26.6,17.2,63.0,8.8,995.3,0.0
2021-8-27,28.0,15.2,49.6,8.9,994.7,0.0
2021-8-28,28.0,15.0,48.2,6.4,993.0,0.0
2021-8-29,26.2,15.0,53.5,7.3,991.1,0.0
2021-8-30,26.8,15.3,51.9,9.3,993.4,0.0
2021-8-31,27.3,17.0,56.2,17.8,995.3,0.0
2021-9-1,27.8,15.7,49.1,25.2,995.0,0.0
2021-9-2,26.2,10.8,38.8,29.7,997.7,0.0
2021-9-3,25.9,9.1,35.3,30.4,997.9,0.0
2021-9-4,24.6,10.3,41.1,29.0,995.8,0.0
2021-9-5,24.3,12.1,47.0,27.9,995.4,0.0
2021-9-6,25.9,12.7,45.2,28.0,995.5,0.0
2021-9-7,26.7,11.7,40.2,23.1,997.3,0.0
2021-9-8,24.9,11.5,44.3,15.8,998.1,0.0
2021-9-9,22.9,14.4,60.7,11.4,998.0,0.0
2021-9-10,22.5,14.2,61.6,15.8,998.4,0.0
2021-9-11,23.3,10.2,44.6,23.6,998.1,0.0
2021-9-12,23.6,10.0,43.6,18.3,994.1,0.0
2021-9-13,23.4,10.8,46.5,13.9,993.1,0.0
2021-9-14,25.3,11.8,44.0,20.2,994.6,0.0
2021-9-15,24.7,11.7,45.3,28.2,997.5,0.0
2021-9-16,24.8,11.8,45.5,23.8,999.9,0.0
2021-9-17,24.6,9.9,41.0,13.7,999.2,0.0
2021-9-18,25.8,12.0,44.8,9.1,997.4,0.0
2021-9-19,26.2,13.1,46.0,8.7,998.5,0.0
2021-9-20,26.1,12.8,46.1,11.0,998.1,0.0
2021-9-21,24.9,15.1,56.0,13.6,999.6,0.0
2021-9-22,22.6,12.0,52.2,23.3,998.3,0.0
2021-9-23,18.1,7.9,52.5,30.4,997.9,0.0
2021-9-24,18.4,5.1,43.5,26.1,1001.2,0.0
2021-9-25,20.1,8.0,50.3,16.2,1002.9,0.0
2021-9-26,24.3,8.5,37.3,22.3,1002.0,0.0
2021-9-27,23.2,9.2,42.8,20.7,997.9,0.0
2021-9-28,23.2,10.1,44.4,27.4,997.3,0.0
2021-9-29,22.1,10.0,46.8,29.8,998.6,0.0
2021-9-30,21.0,8.6,46.2,33.3,999.3,0.0
2021-10-1,20.8,6.3,40.6,32.4,999.5,0.0
2021-10-2,20.4,7.2,44.1,29.4,999.2,0.0
2021-10-3,19.8,7.8,47.5,24.3,1001.7,0.0
2021-10-4,20.1,7.3,45.2,26.9,1002.2,0.0
2021-10-5,19.7,6.6,44.5,28.0,1002.2,0.0
2021-10-6,19.0,5.7,43.7,24.1,1002.1,0.0
2021-10-7,18.3,7.5,51.8,11.2,1000.5,0.0
2021-10-8,19.1,7.8,53.1,7.0,1000.1,0.0
2021-10-9,19.9,11.5,59.2,7.8,1001.0,0.0
2021-10-10,20.4,14.3,71.2,8.5,1002.2,0.0
2021-10-11,20.1,11.8,63.5,6.9,1000.3,0.0
2021-10-12,18.2,12.1,69.1,11.6,993.8,0.0
2021-10-13,15.8,12.3,81.8,6.3,997.5,0.0
2021-10-14,17.5,11.7,72.6,7.2,999.7,0.0
2021-10-15,18.1,14.6,81.8,15.8,996.8,0.0
2021-10-16,16.6,14.9,91.4,10.7,997.5,0.0
